Date,Open,High,Low,Close,Volume,Adj Close,Daily_Change,Delta_Change,Volatility
2008-05-21,185.670004,187.950003,176.250002,178.190006,289414300,23.086217,11.700,-4.15%,12003129
2008-05-20,181.819996,186.160002,180.11999699999998,185.899996,242462500,24.08512,6.040,1.25%,3037384
2008-05-19,187.860001,188.690006,181.299997,183.599997,236455100,23.787132999999997,7.390,-2.14%,5066351
2008-05-16,190.109999,190.300003,186.999994,187.619995,191442300,24.307962,3.300,-1.11%,2129053
2008-05-15,186.810003,189.899994,184.199997,189.730003,218302000,24.581334,5.700,1.86%,4066941
2008-05-14,191.229998,192.239994,185.570002,186.260004,229205900,24.131762,6.670,-1.95%,4464420
2008-05-13,188.610004,191.450003,187.860001,189.959995,205809100,24.611132,3.590,0.96%,1968843
2008-05-12,185.209993,188.86999699999998,182.850006,188.15999399999998,204640800,24.377924,6.020,2.57%,5254051
2008-05-09,183.16,184.249998,181.369999,183.450006,168268100,23.7677,2.880,-0.87%,1463913
2008-05-08,183.77,186.499996,183.069998,185.060003,224771400,23.976291,3.430,1.35%,3040620
2008-05-07,186.04999899999999,188.199995,180.540007,182.59,289283400,23.656278,7.660,-2.18%,6307643
2008-05-06,184.65999399999998,187.11999699999998,182.180004,186.66,229717600,24.183586,4.940,1.04%,2400026
2008-05-05,181.919998,185.30999599999998,181.050005,184.729996,213639300,23.933535,4.260,2.09%,4474918
2008-05-02,180.189999,181.919998,178.550001,180.940002,251520500,23.442505,3.370,0.52%,1313507
2008-05-01,174.959999,179.999994,174.859997,179.999994,225894200,23.320718,5.140,3.48%,7856612
2008-04-30,176.190001,179.999994,172.920006,173.950003,284881100,22.536884,7.080,-0.63%,1790175
2008-04-29,171.110004,175.660002,170.249998,175.050001,230869100,22.6794,5.410,1.63%,3766497
2008-04-28,169.75,173.749998,169.129999,172.240004,196803600,22.315338,4.620,1.48%,2910374
2008-04-25,170.699995,171.100004,166.420004,169.73,248118500,21.990143,4.680,0.47%,1160266
2008-04-24,165.34000600000002,169.980005,159.189999,168.93999499999998,424016600,21.88779,10.790,3.71%,15748641
2008-04-23,164.050003,164.839994,161.080002,162.890003,376047700,21.103956,3.760,1.68%,6314442
2008-04-22,167.4,168.0,158.09,160.199995,359893100,20.755439000000003,9.910,-4.73%,17035885
2008-04-21,162.210001,168.499998,161.760004,168.16000400000001,259788200,21.786735,6.740,4.42%,11485928
2008-04-18,159.11999699999998,162.26000200000001,158.37999299999998,161.040001,256691400,20.86427,3.880,4.24%,10883089
2008-04-17,154.170004,156.000006,153.349998,154.48999799999999,176066800,20.015655,2.650,0.51%,904953
2008-04-16,151.720001,154.100002,150.620003,153.700006,198943500,19.913304,3.480,3.59%,7132899
2008-04-15,149.400002,149.71999499999998,145.719997,148.380005,174509300,19.224047,4.000,0.41%,708525
2008-04-14,146.769995,149.249998,144.539997,147.78000500000002,211271900,19.146310999999997,4.710,0.43%,918946
2008-04-11,152.719997,153.299997,146.4,147.140003,302519000,19.063392999999998,6.900,-4.79%,14504465
2008-04-10,151.130001,155.420006,150.600002,154.54999899999999,238940800,20.023429,4.820,2.05%,4906942
2008-04-09,153.309998,153.889997,150.459999,151.43999499999998,218349600,19.620498,3.430,-0.92%,2000068
2008-04-08,153.550003,156.450003,152.320002,152.84,253573600,19.801882,4.130,-1.96%,4961191
2008-04-07,156.129995,159.689997,155.109999,155.890003,289581600,20.197039,4.580,1.84%,5315674
2008-04-04,152.189999,154.710003,150.750006,153.080006,213604300,19.832977,3.960,0.97%,2071108
2008-04-03,147.060001,153.630005,147.0,151.609999,262892000,19.642523,6.630,2.79%,7343645
2008-04-02,148.780001,151.200003,145.85,147.48999799999999,261242100,19.108738,5.350,-1.36%,3564066
2008-04-01,146.299997,149.65999399999998,143.610003,149.53000500000002,258141800,19.37304,6.050,4.20%,10847350
2008-03-31,143.269995,145.709997,142.520004,143.5,192016300,18.591796,3.190,0.34%,657910
2008-03-28,141.800001,144.65,141.599997,143.01000200000001,178652600,18.528312,3.050,1.97%,3515726
2008-03-27,144.950006,145.310001,139.99,140.250006,249957400,18.170728,5.320,-3.32%,8288241
2008-03-26,140.87000700000002,145.73999799999999,140.640001,145.05999599999998,295521100,18.793908,5.100,2.89%,8552462
2008-03-25,139.959999,143.100004,137.330006,140.979996,263097800,18.265304999999998,5.770,1.04%,2734115
2008-03-24,134.009996,140.850006,133.640001,139.530003,266730100,18.077444,7.210,4.70%,12528916
2008-03-20,131.11999699999998,133.290007,129.180006,133.270006,227196900,17.266402,4.110,2.78%,6307626
2008-03-19,133.120003,134.290003,129.670004,129.670004,252634200,16.799986999999998,4.620,-2.37%,5991542
2008-03-18,129.180006,133.0,128.669994,132.819996,301280000,17.208099,4.330,4.81%,14477973
2008-03-17,122.550001,128.59000600000002,122.550001,126.730003,268149700,16.419082,6.040,0.09%,254147
2008-03-14,129.879995,130.300005,124.199999,126.610001,289160200,16.403535,6.100,-1.04%,3005977
2008-03-13,124.099997,129.5,122.999998,127.940004,315525700,16.57585,6.500,1.52%,4781854
2008-03-12,127.039997,128.679995,125.16999399999999,126.030001,264907300,16.32839,3.510,-1.04%,2745806
2008-03-11,124.099997,127.47999399999999,122.000002,127.350004,290985800,16.499409,5.480,6.40%,18622698
2008-03-10,121.980001,123.45999499999999,119.36999499999999,119.690002,249897200,15.506982999999998,4.090,-2.09%,5232998
2008-03-07,120.41000600000001,122.979998,119.050001,122.249994,307615700,15.838654,3.930,1.09%,3357718
2008-03-06,124.609995,127.499994,120.810001,120.930004,368424700,15.667637,6.690,-2.86%,10535720
2008-03-05,123.579998,125.139994,122.249994,124.49000500000001,305459000,16.128869,2.890,-0.10%,318632
2008-03-04,121.990002,124.88000100000001,120.40000500000001,124.61999499999999,446345900,16.145711,4.480,2.37%,10596724
2008-03-03,124.440004,125.98,118.000004,121.729996,398260800,15.771284,7.980,-2.63%,10480573
2008-02-29,129.289995,130.210003,124.799999,125.020004,313870200,16.197536,5.410,-3.76%,11814505
2008-02-28,127.200001,132.199995,125.769995,129.909996,404563600,16.831081,6.430,5.65%,22866927
2008-02-27,118.229996,123.049999,118.090006,122.959997,368784500,15.930642,4.960,3.20%,11792416
2008-02-26,117.639996,121.08999399999999,115.439999,119.150003,376222000,15.437021,5.650,-0.49%,1853771
2008-02-25,118.59000400000001,120.17,116.66,119.740004,314193600,15.513460999999998,3.510,0.23%,736438
2008-02-22,122.48,122.51,115.86999499999999,119.459997,382469500,15.477184,6.640,-1.71%,6545474
2008-02-21,126.050001,126.46999699999999,120.860003,121.54000500000001,234528700,15.746668,5.610,-1.84%,4318573
2008-02-20,122.200006,124.59999499999999,121.67999499999999,123.820004,241859800,16.042064,2.920,1.34%,3246429
2008-02-19,125.99,126.750004,121.440002,122.180006,251261500,15.829587,5.310,-1.97%,4939316
2008-02-15,126.27000600000001,127.079998,124.059996,124.629995,225325100,16.147006,3.020,-2.22%,5002909
2008-02-14,129.399998,130.800003,127.009996,127.459993,238524300,16.51366,3.790,-1.50%,3576027
2008-02-13,126.680002,129.78000600000001,125.63000500000001,129.399998,242133500,16.765006,4.150,3.64%,8804143
2008-02-12,130.70000100000001,130.999994,123.61999899999999,124.860001,306495000,16.176806,7.380,-3.55%,10867603
2008-02-11,128.010006,129.979998,127.200001,129.449999,300358100,16.771484,2.780,3.16%,9502874
2008-02-08,122.080004,125.700006,121.60000600000001,125.480001,338993200,16.257133,4.100,3.50%,11855266
2008-02-07,119.969995,124.779999,117.27,121.239998,520832900,15.7078,7.510,-0.62%,3244524
2008-02-06,130.830004,131.920002,121.769997,122.000002,393318100,15.806265,10.150,-5.69%,22378018
2008-02-05,130.429995,133.999996,128.9,129.359997,285260500,16.759823,5.100,-1.74%,4961988
2008-02-04,134.210001,135.9,131.420004,131.649996,224808500,17.056514,4.480,-1.57%,3529715
2008-02-01,136.239994,136.590002,132.179995,133.750004,252686000,17.32859,4.410,-1.19%,3005501
2008-01-31,129.449999,136.650003,129.399998,135.360001,336418600,17.537181,7.250,2.41%,8093605
2008-01-30,131.370003,135.450003,129.999998,132.179995,310762900,17.125181,5.450,0.49%,1511977
2008-01-29,131.149998,132.789995,129.050003,131.540007,274995700,17.042264000000003,3.740,1.18%,3236253
2008-01-28,128.159996,133.200005,126.449997,130.009998,368711000,16.844037,6.750,0.00%,0
2008-01-25,138.990004,139.09000600000002,129.610003,130.009998,388684800,16.844037,9.480,-4.12%,16023239
2008-01-24,139.99,140.700003,132.010004,135.600006,501466700,17.568276,8.690,-2.50%,12512309
2008-01-23,136.190006,140.0,126.14000300000001,139.070005,843242400,18.017847,13.860,-10.65%,89774620
2008-01-22,148.059998,159.980003,146.000004,155.639997,608688500,20.164648,13.980,-3.54%,21577190
2008-01-18,161.710003,165.750002,159.609995,161.359995,431085900,20.905728,6.140,0.29%,1259289
2008-01-17,161.509998,165.360006,158.419994,160.889997,439464900,20.844835999999997,6.940,0.78%,3441073
2008-01-16,165.230003,169.009996,156.699995,159.639996,553461300,20.682886,12.310,-5.56%,30776959
2008-01-15,177.71999499999998,179.220003,164.66000400000001,169.039997,585819500,21.900745999999998,14.560,-5.45%,31915685
2008-01-14,177.520004,179.419994,175.170004,178.78000600000001,275112600,23.162657,4.250,3.53%,9701988
2008-01-11,175.999996,177.849998,170.000006,172.690001,308071400,22.373639,7.850,-2.99%,9223805
2008-01-10,177.580006,181.000004,175.409996,178.020002,370743800,23.064192000000002,5.590,-0.77%,2851856
2008-01-09,171.299995,179.499996,168.299994,179.399994,453470500,23.242983,11.200,4.76%,21581238
2008-01-08,180.139997,182.459997,170.799997,171.249994,380954000,22.187072,11.660,-3.60%,13703543
2008-01-07,181.249996,183.599997,170.229998,177.639994,518048300,23.014958,13.370,-1.34%,6934175
2008-01-04,191.450003,192.999998,178.889996,180.049995,363958000,23.327197,14.110,-7.63%,27782780
2008-01-03,195.41,197.390005,192.69000400000002,194.930002,210516600,25.255044,4.700,0.05%,97246
2008-01-02,199.269995,200.260004,192.550001,194.84,269794700,25.243382999999998,7.710,-1.64%,4413029
2007-12-31,199.5,200.499996,197.75,198.079994,134833300,25.663155,2.750,-0.88%,1180793
2007-12-28,200.589998,201.559994,196.87999299999998,199.829994,174911800,25.889884,4.680,0.63%,1109866
2007-12-27,198.95000100000001,202.959999,197.800001,198.570005,198881900,25.726641,5.160,-0.19%,379865
2007-12-26,199.01000200000001,200.959993,196.820005,198.95000100000001,175933100,25.775873,4.140,0.08%,132753
2007-12-24,195.03000500000002,199.329996,194.789999,198.799997,120050700,25.756438,4.540,2.52%,3027418
2007-12-21,190.119999,193.910006,189.889994,193.910006,248490200,25.122892999999998,4.020,3.58%,8893148
2007-12-20,185.429998,187.83,183.330004,187.209999,193514300,24.254843,4.500,2.23%,4322152
2007-12-19,182.979996,184.639994,180.900002,183.119999,206869600,23.724945,3.740,0.08%,158283
2007-12-18,186.519997,187.330002,178.600002,182.979996,305650800,23.706806,8.730,-0.77%,2353715
2007-12-17,190.719999,192.650003,182.979996,184.400002,256173400,23.890781,9.670,-3.15%,8059673
2007-12-14,190.370005,193.200003,189.539999,190.390005,168578200,24.666844,3.660,-0.75%,1265445
2007-12-13,190.190001,192.120005,187.82,191.829998,216154400,24.853407999999998,4.300,0.51%,1098546
2007-12-12,193.43999499999998,194.480005,185.760006,190.860003,306415200,24.727736,8.720,1.23%,3770461
2007-12-11,194.749998,196.830006,187.390003,188.540003,277731300,24.427158,9.440,-2.92%,8108414
2007-12-10,193.589998,195.660006,192.69000400000002,194.209999,180594400,25.16176,2.970,-0.05%,83656
2007-12-07,190.539995,194.990004,188.040005,194.300001,266516600,25.173420999999998,6.950,2.29%,6103444
2007-12-06,186.190002,190.099998,186.120001,189.949995,224952700,24.609835999999998,3.980,2.40%,5396429
2007-12-05,182.889994,185.999998,182.409996,185.5,223100500,24.033297,3.590,3.16%,7059908
2007-12-04,177.149996,180.900002,176.990005,179.810003,193449900,23.296103,3.910,0.53%,1027496
2007-12-03,181.859997,184.139996,177.699995,178.859995,240367400,23.173021,6.440,-1.84%,4432203
2007-11-30,187.340002,187.699997,179.70000100000001,182.22000500000001,296950500,23.608342,8.000,-1.12%,3335432
2007-11-29,179.429995,185.170006,179.150002,184.289999,262731700,23.87653,6.020,2.26%,5933410
2007-11-28,176.820002,180.599995,175.349995,180.219999,287728000,23.349222,5.250,3.09%,8904571
2007-11-27,175.22000500000001,175.790005,170.010006,174.80999599999998,329257600,22.648305,5.780,1.32%,4331831
2007-11-26,173.589994,177.269999,172.350006,172.539997,326438700,22.354205,4.920,0.58%,1902995
2007-11-23,171.999998,172.04999899999999,169.75,171.540001,116439400,22.224645000000002,2.300,1.83%,2128890
2007-11-21,165.840004,172.350006,164.670004,168.459997,304452400,21.825602,7.680,-0.23%,703217
2007-11-20,165.67,171.790007,163.53000500000002,168.850006,385910700,21.876131,8.260,2.99%,11533797
2007-11-19,166.099997,168.200005,162.099998,163.95000100000001,288607200,21.241288,6.100,-1.47%,4232244
2007-11-16,165.300005,167.020004,159.330002,166.390003,345873500,21.557414,7.690,1.27%,4399738
2007-11-15,166.390003,169.58999599999999,160.299997,164.299995,371852600,21.286634,9.290,-1.09%,4051856
2007-11-14,177.159996,177.570005,163.739996,166.109997,362292000,21.521137,13.830,-2.27%,8206790
2007-11-13,160.849997,170.980001,153.759995,169.960005,434861700,22.019942,17.220,10.54%,45816623
2007-11-12,165.28000500000002,167.700006,150.63000300000002,153.759995,442266300,19.921076,17.070,-7.02%,31049869
2007-11-09,171.150005,175.120003,165.210003,165.37000700000002,381595200,21.425264000000002,9.910,-5.76%,21964479
2007-11-08,186.67,186.900005,167.769995,175.469997,472594500,22.733814000000002,19.130,-5.81%,27472904
2007-11-07,190.609997,192.680004,186.130001,186.300005,248581900,24.136945,6.550,-2.86%,7115662
2007-11-06,187.049995,192.000002,185.269995,191.789997,238681800,24.848226,6.730,3.01%,7191990
2007-11-05,185.289995,188.959999,184.23999799999999,186.180002,201044200,24.121397,4.720,-0.90%,1808512
2007-11-02,189.210005,189.439997,183.489994,187.870001,250528600,24.340353,5.950,0.23%,574723
2007-11-01,188.600004,190.099998,179.999994,187.44000400000002,201259100,24.284643,10.100,-1.32%,2659426
2007-10-31,187.629995,190.119999,184.95000100000001,189.949995,208327700,24.609835999999998,5.170,1.58%,3286455
2007-10-30,186.180002,189.369995,184.729996,186.999994,234853500,24.227635,4.640,1.03%,2423507
2007-10-29,185.449999,186.589998,184.699995,185.090004,135138500,23.980178,1.890,0.21%,285359
2007-10-26,185.289995,185.36999699999998,182.87999299999998,184.699995,176719200,23.929648,2.490,1.05%,1856324
2007-10-25,184.869999,185.899996,181.660006,182.78000500000002,243400500,23.680895,4.240,-1.69%,4123651
2007-10-24,185.809994,187.209999,179.240004,185.929996,322120400,24.089007000000002,7.970,-0.12%,397982
2007-10-23,188.560003,188.600004,182.760004,186.160002,448791000,24.118806,5.840,6.77%,30372418
2007-10-22,170.35,174.899998,169.960005,174.359999,412374900,22.590003,4.940,2.31%,9533828
2007-10-19,174.239996,174.630005,170.000006,170.420002,322945000,22.079539,4.630,-1.78%,5732979
2007-10-18,171.5,174.18999499999998,171.050003,173.500006,205919000,22.478583,3.140,0.43%,894007
2007-10-17,172.690001,173.039995,169.18,172.750002,281903300,22.381413000000002,3.860,1.87%,5269702
2007-10-16,165.539997,170.179996,165.150002,169.579996,266957600,21.970708,5.030,1.56%,4156713
2007-10-15,167.98,169.569996,163.500004,166.980003,269482500,21.633854,6.070,-0.16%,435025
2007-10-12,163.010006,167.279997,161.800005,167.249996,247044000,21.668834,5.480,3.09%,7644449
2007-10-11,169.489994,171.879995,153.209995,162.230001,410998000,21.018446,18.670,-2.73%,11236579
2007-10-10,167.550003,167.879997,165.599998,166.789999,166897500,21.609237,2.280,-0.64%,1063866
2007-10-09,170.199997,171.110004,166.679996,167.859997,276071600,21.747866000000002,4.430,-0.03%,82208
2007-10-08,163.490004,167.909998,162.97000500000001,167.909998,208982200,21.754344,4.940,4.00%,8361880
2007-10-05,158.37000700000002,161.58,157.700005,161.449997,235867800,20.917389,3.880,3.33%,7865276
2007-10-04,157.999998,158.08,153.500002,156.23999799999999,164239600,20.242384,4.580,-1.06%,1747229
2007-10-03,157.78000600000001,159.179998,157.01000200000001,157.919996,173129600,20.460044,2.170,-0.33%,579097
2007-10-02,156.550005,158.589998,155.890003,158.449995,198017400,20.52871,2.700,1.35%,2672481
2007-10-01,154.630001,157.409998,152.930002,156.34,209267100,20.25534,4.480,1.87%,3913447
2007-09-28,153.440001,154.6,152.749998,153.470001,153775300,19.883504000000002,1.850,-0.67%,1025166
2007-09-27,153.769995,154.519999,152.320002,154.499998,164549700,20.01695,2.200,1.13%,1863395
2007-09-26,154.469997,154.999996,151.250004,152.769999,243817000,19.792811999999998,3.750,-0.27%,652592
2007-09-25,146.83999599999999,153.21999499999998,146.819996,153.179995,298137700,19.845931,6.400,3.30%,9852107
2007-09-24,146.729994,149.849998,146.650005,148.280003,263040400,19.211091,3.200,2.87%,7536309
2007-09-21,141.139999,144.65,140.309994,144.150002,284720100,18.676009,4.340,2.74%,7792216
2007-09-20,140.150003,141.790001,139.319998,140.309994,172960200,18.1785,2.470,-0.33%,565204
2007-09-19,143.020002,143.160006,139.4,140.770004,256720100,18.238099,3.760,-0.11%,273234
2007-09-18,139.06000500000002,142.849998,137.830004,140.919994,266022400,18.257531,5.020,1.81%,4824168
2007-09-17,138.990004,140.59,137.599998,138.41000400000001,198342900,17.932338,2.990,-0.29%,571543
2007-09-14,136.570002,138.980003,136.200006,138.809999,151830000,17.984161,2.780,1.17%,1781671
2007-09-13,138.83,139.000004,136.650003,137.200003,164040800,17.775571,2.350,0.26%,419552
2007-09-12,135.990002,139.4,135.749996,136.849995,255692500,17.730224,3.650,1.00%,2566535
2007-09-11,137.900005,138.300001,133.750004,135.490004,242971400,17.554024,4.550,-0.89%,2168281
2007-09-10,136.98999799999999,138.039995,133.949995,136.710005,371959700,17.712087,4.090,3.75%,13944625
2007-09-07,132.010004,132.299997,129.999998,131.769999,357644000,17.072062,2.300,-2.40%,8582841
2007-09-06,135.56000500000002,137.569998,132.709993,135.010006,475315400,17.491836,4.860,-1.28%,6082196
2007-09-05,144.96999399999999,145.84,136.100004,136.760006,582055600,17.718564999999998,9.740,-5.13%,29877971
2007-09-04,139.939999,145.729998,139.83999599999999,144.160002,329210700,18.677305,5.890,4.10%,13503149
2007-08-31,139.490002,139.650005,137.40999399999998,138.480005,219221800,17.941407,2.240,1.64%,3588012
2007-08-30,132.670006,138.25,132.299997,136.249994,358895600,17.652488,5.950,1.62%,5808493
2007-08-29,129.879995,134.18,129.540001,134.079998,291715200,17.371344,4.640,5.72%,16699647
2007-08-28,130.989994,132.41,126.63000100000001,126.82000500000001,294841400,16.430743,5.780,-4.11%,12105752
2007-08-27,133.389996,134.659998,132.100006,132.249996,176859900,17.13425,2.560,-2.25%,3986867
2007-08-24,130.529997,135.370001,129.809994,135.29999899999999,227958500,17.529407,5.560,3.23%,7356867
2007-08-23,133.090002,133.339994,129.760006,131.069996,216709500,16.981370000000002,3.580,-1.09%,2355007
2007-08-22,131.219999,132.749994,130.330006,132.51000200000001,265441400,17.167935999999997,2.420,3.87%,10278923
2007-08-21,122.209993,128.960001,121.000006,127.569996,325761800,16.527911,7.960,4.38%,14259751
2007-08-20,123.959993,124.500006,120.499994,122.219994,200829300,15.834767000000001,4.000,0.13%,263233
2007-08-17,122.010002,123.499996,119.82000500000001,122.06000300000001,298765600,15.814039000000001,3.680,4.28%,12787844
2007-08-16,117.00999499999999,118.500002,111.619998,117.049995,466672500,15.164945000000001,6.880,-2.38%,11092694
2007-08-15,122.74000500000001,124.860001,119.650002,119.89999399999999,248213000,15.534189000000001,5.210,-3.33%,8265096
2007-08-14,128.289999,128.29999899999999,123.710001,124.029995,184751700,16.06927,4.590,-2.94%,5436011
2007-08-13,128.32,129.349997,126.499998,127.790001,188227900,16.556414999999998,2.850,2.23%,4201244
2007-08-10,123.120001,127.75,120.300003,125.000004,352687300,16.194944,7.450,-1.10%,3878734
2007-08-09,131.109997,133.0,125.090006,126.389996,281348900,16.375031,7.910,-5.69%,15997904
2007-08-08,136.760006,136.859995,132.000004,134.009996,202024200,17.362275,4.860,-0.76%,1526080
2007-08-07,134.94000400000002,137.240004,132.630005,135.03000600000001,237484100,17.494426999999998,4.610,-0.16%,386280
2007-08-06,132.899998,135.269999,128.29999899999999,135.249998,231292600,17.522929,6.970,2.58%,5964307
2007-08-03,135.259998,135.95000100000001,131.500006,131.85,169796900,17.082427,4.450,-3.40%,5772270
2007-08-02,136.650003,136.959997,134.15,136.49,213161200,17.683583,2.810,1.10%,2352659
2007-08-01,133.640001,135.380001,127.77,135.000006,437539200,17.49054,7.610,2.46%,10759187
2007-07-31,142.970001,143.48,131.520006,131.759998,440598200,17.070766,11.960,-6.84%,30125067
2007-07-30,144.330006,145.450005,139.570004,141.430006,276747100,18.323608,5.880,-1.68%,4655722
2007-07-27,146.18999499999998,148.920004,143.78000600000001,143.849995,290274600,18.637141,5.140,-1.47%,4274606
2007-07-26,145.910002,148.499994,136.959997,146.000004,546657300,18.915695,11.540,6.37%,34808298
2007-07-25,137.350006,138.360003,135.000006,137.260004,374045700,17.783344,3.360,1.76%,6571932
2007-07-24,138.880001,140.999996,134.15,134.890003,448823200,17.476288,6.850,-6.13%,27516586
2007-07-23,143.30999599999998,145.219999,140.929995,143.700005,259122500,18.617708,4.290,-0.03%,90129
2007-07-20,141.649998,144.180002,140.0,143.750006,291943400,18.624185999999998,4.180,2.68%,7819923
2007-07-19,140.299994,140.81000500000002,139.650005,140.0,183222900,18.138337,1.160,1.36%,2493911
2007-07-18,138.189999,138.44000400000002,136.040003,138.11999699999998,189214200,17.894765,2.400,-0.57%,1076086
2007-07-17,138.300001,139.600004,137.499996,138.910002,177489900,17.997117000000003,2.100,0.59%,1041031
2007-07-16,138.390003,139.98,137.499996,138.099997,234028200,17.892174,2.480,0.27%,628696
2007-07-13,135.03000600000001,137.850004,134.519995,137.730001,226901500,17.844237,3.330,2.73%,6194223
2007-07-12,133.850006,134.240002,132.389999,134.069998,176152200,17.370048999999998,1.850,1.27%,2235332
2007-07-11,132.070005,133.700003,131.310001,132.389999,205443000,17.152389000000003,2.390,0.03%,62098
2007-07-10,128.879999,134.499994,128.809998,132.349998,313751900,17.147206,5.690,1.55%,4862853
2007-07-09,132.379999,132.899998,129.180006,130.330006,248955000,16.885497,3.720,-1.49%,3707020
2007-07-06,133.13000300000002,133.339994,130.399994,132.299997,218673700,17.140728,2.940,-0.34%,741269
2007-07-05,128.799997,132.969999,128.68999499999998,132.749994,363262900,17.19903,4.280,4.39%,15939342
2007-07-03,122.000002,127.40000500000001,121.500004,127.17,290620400,16.476088,5.900,4.87%,14164330
2007-07-02,121.049994,122.09000400000001,119.299994,121.259998,248715600,15.710391,2.790,-0.64%,1589636
2007-06-29,121.970001,123.999994,121.08999399999999,122.040003,284460400,15.811448,2.910,1.23%,3492064
2007-06-28,122.35999699999999,122.49,119.999996,120.559996,209535900,15.619698999999999,2.490,-1.09%,2286356
2007-06-27,120.60999699999999,122.040003,119.260006,121.889999,243674200,15.792014000000002,2.780,1.87%,4561900
2007-06-26,123.97999399999999,123.999994,118.719994,119.650002,336251300,15.5018,5.280,-2.20%,7393456
2007-06-25,124.189999,125.090006,121.05999399999999,122.339996,241350900,15.850315,4.030,-0.54%,1295064
2007-06-22,123.850004,124.450005,122.379997,122.999998,157969000,15.935825,2.070,-0.73%,1147478
2007-06-21,121.699995,124.290001,120.719999,123.90000500000001,216761300,16.052429,3.570,1.93%,4190778
2007-06-20,123.870005,124.65999599999999,121.500004,121.550005,224378000,15.747964000000001,3.160,-1.71%,3828533
2007-06-19,124.68999699999999,125.01000400000001,122.90999599999999,123.66,235756500,16.021334,2.100,-1.14%,2695126
2007-06-18,123.280005,125.17999499999999,122.540001,125.090006,227651200,16.206605,2.640,3.81%,8671551
2007-06-15,120.619997,120.66999799999999,119.860006,120.499994,202804700,15.611925,0.810,1.47%,2988698
2007-06-14,117.199999,119.449997,116.41999399999999,118.749994,243316500,15.385195999999999,3.030,1.06%,2588450
2007-06-13,121.149996,121.18999699999999,115.399998,117.500006,430338300,15.223248000000002,5.790,-2.39%,10295502
2007-06-12,119.34999499999999,121.70999499999999,118.309998,120.38000500000001,356641600,15.596379,3.400,0.16%,563805
2007-06-11,126.0,126.150003,119.539999,120.190001,468564600,15.571762,6.610,-3.45%,16184682
2007-06-08,125.819996,125.829996,122.28999499999999,124.49000500000001,310420600,16.128869,3.540,0.34%,1050850
2007-06-07,124.990004,127.60999699999999,123.190002,124.069996,478769900,16.074453,4.420,0.35%,1665066
2007-06-06,122.299995,124.049995,121.950001,123.639999,278060300,16.018743,2.100,0.79%,2198718
2007-06-05,121.410002,122.690004,120.499994,122.670004,230196400,15.893070999999999,2.190,1.10%,2542366
2007-06-04,118.63000500000001,121.729996,117.900002,121.33,221668300,15.71946,3.830,2.47%,5485534
2007-06-01,121.09999499999999,121.18999699999999,118.289997,118.4,221315500,15.339851000000001,2.900,-2.30%,5095057
2007-05-31,120.069998,122.170006,119.539999,121.18999699999999,324266600,15.701322,2.630,2.04%,6607118
2007-05-30,114.299999,118.879997,113.529995,118.769995,369611200,15.387787,5.350,3.87%,14286646
2007-05-29,114.45000300000001,114.859999,112.690002,114.35,161423500,14.815135,2.170,0.64%,1037139
2007-05-25,112.0,113.780001,111.500002,113.619997,158239900,14.720556,2.280,2.65%,4188667
2007-05-24,112.810005,114.460003,110.370003,110.68999699999999,221840500,14.340945999999999,4.090,-1.95%,4323227
2007-05-23,114.02000600000001,115.000002,112.59,112.889994,227843700,14.625976999999999,2.410,-0.57%,1304376
2007-05-22,112.489998,113.75,112.01,113.53999499999999,143102400,14.710191,1.740,1.39%,1993569
2007-05-21,110.310001,112.449997,110.050002,111.98,159973100,14.508078,2.400,1.78%,2849903
2007-05-18,110.23,110.640002,109.770002,110.02000100000001,155336300,14.254142000000002,0.870,0.53%,823242
2007-05-17,107.150002,109.869998,107.150002,109.440001,183822800,14.178997,2.720,1.96%,3596308
2007-05-16,108.530001,108.830001,103.419997,107.34,281691900,13.906922,5.410,-0.17%,471588
2007-05-15,109.569998,110.199999,106.48,107.519998,238628600,13.930242999999999,3.720,-1.68%,4014955
2007-05-14,109.61999899999999,110.000001,108.250001,109.36,162986600,14.168632,1.750,0.57%,929297
2007-05-11,107.740003,109.13000100000001,106.780001,108.739999,163424100,14.088304999999998,2.350,1.30%,2131481
2007-05-10,106.629997,108.840001,105.920001,107.34,299314400,13.906922,2.920,0.43%,1288208
2007-05-09,104.909998,106.959998,104.889997,106.880003,179439400,13.847325,2.070,1.73%,3108501
2007-05-08,103.469998,105.149997,103.419997,105.060001,195999300,13.611526999999999,1.730,1.10%,2150109
2007-05-07,101.07999699999999,104.349998,101.010002,103.920002,215389300,13.463829,3.340,3.09%,6644797
2007-05-04,100.79999699999999,101.600002,100.499997,100.809998,95496800,13.060898,1.100,0.41%,389973
2007-05-03,100.730002,101.449999,100.009999,100.400002,144019400,13.007779,1.440,0.01%,14350
2007-05-02,99.649998,100.539998,99.47,100.390001,126286300,13.006483,1.070,0.92%,1168016
2007-05-01,99.590003,100.35,98.549999,99.47,133130900,12.887288999999999,1.800,-0.33%,440205
2007-04-30,100.090001,101.000002,99.66999799999999,99.800001,154127400,12.930043,1.330,-0.12%,185099
2007-04-27,98.179997,99.949998,97.69,99.919997,174850900,12.94559,2.260,1.09%,1910547
2007-04-26,101.58000200000001,102.500003,98.3,98.839999,434444500,12.805666,4.200,3.66%,15901540
2007-04-25,94.23,95.400001,93.79999699999999,95.349999,296786000,12.353503,1.600,2.26%,6716208
